year_manufactured,make,model,variant,type_of_fuel,year_manufactured,make,model,variant,type_of_fuel
2023,Toyota,Corolla,LE,Gasoline,2011,Toyota,"FJ Cruiser",Base,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2011,Toyota,"FJ Cruiser",Base,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2011,Toyota,"FJ Cruiser",Base,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,RAV4,LE,Gasoline,2011,Toyota,"FJ Cruiser",Base,Gasoline
2023,Toyota,Camry,LE,Hybrid,2011,Toyota,"FJ Cruiser",Base,Gasoline
2023,Toyota,Camry,SE,Hybrid,2011,Toyota,"FJ Cruiser",Base,Gasoline
2023,Toyota,Camry,XSE,Gasoline,2011,Toyota,"FJ Cruiser",Base,Gasoline
2023,Toyota,Camry,SE,Gasoline,2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2011,Toyota,"FJ Cruiser",Base,Gasoline
2023,Toyota,"Corolla Cross",LE,Hybrid,2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,Crown,XLE,Hybrid,2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,Prius,Base,Hybrid,2011,Toyota,"FJ Cruiser",Base,Gasoline
2023,Toyota,bz4x,XLE,Electric,2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,Sienna,LE,Hybrid,2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,Highlander,XLE,Hybrid,2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,Highlander,Limited,Gasoline,2011,Toyota,"FJ Cruiser",Base,Gasoline
2023,Toyota,Highlander,XSE,Gasoline,2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,"Grand Highlander",Limited,Hybrid,2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,"Grand Highlander",XLE,Hybrid,2011,Toyota,"FJ Cruiser",Base,Gasoline
2023,Toyota,"Corolla Cross",LE,Gasoline,2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,Sienna,Limited,Hybrid,2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,RAV4,LE,Gasoline,2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,RAV4,XLE,Hybrid,2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,Corolla,LE,Gasoline,2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,Crown,Limited,Hybrid,2011,Toyota,"FJ Cruiser",Base,Gasoline
2023,Toyota,Camry,LE,Hybrid,2011,Toyota,"FJ Cruiser",Base,Gasoline
2023,Toyota,RAV4,XLE,Gasoline,2011,Toyota,"FJ Cruiser",Base,Gasoline
2024,Toyota,RAV4,XLE,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,Highlander,LE,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,RAV4,Adventure,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,RAV4,Adventure,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,RAV4,Adventure,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,"Prius Prime",N/A,"Plug-in Hybrid",2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,Sienna,XLE,Hybrid,2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,Corolla,SE,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,RAV4,LE,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,Camry,LE,Hybrid,2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,Camry,SE,Hybrid,2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,Camry,XSE,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,Camry,SE,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,"Corolla Cross",LE,Hybrid,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,Crown,XLE,Hybrid,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,Prius,Base,Hybrid,2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,bz4x,XLE,Electric,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,Sienna,LE,Hybrid,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,Highlander,XLE,Hybrid,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,Highlander,Limited,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,Highlander,XSE,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,"Grand Highlander",Limited,Hybrid,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,"Grand Highlander",XLE,Hybrid,2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,"Corolla Cross",LE,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,Sienna,Limited,Hybrid,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,RAV4,LE,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,RAV4,XLE,Hybrid,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,Corolla,LE,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,Crown,Limited,Hybrid,2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,Camry,LE,Hybrid,2014,Toyota,Highlander,XLE,Gasoline
2023,Toyota,RAV4,XLE,Gasoline,2014,Toyota,Highlander,XLE,Gasoline
2024,Toyota,RAV4,XLE,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,Highlander,LE,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,RAV4,Adventure,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,RAV4,Adventure,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,RAV4,Adventure,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,"Prius Prime",N/A,"Plug-in Hybrid",2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,Sienna,XLE,Hybrid,2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,Corolla,SE,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,Corolla,LE,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,Corolla,LE,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,Corolla,LE,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,Corolla,LE,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,RAV4,LE,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,Camry,LE,Hybrid,2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,Camry,SE,Hybrid,2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,Camry,XSE,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,Camry,SE,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,"Corolla Cross",LE,Hybrid,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,Crown,XLE,Hybrid,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,Prius,Base,Hybrid,2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,bz4x,XLE,Electric,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,Sienna,LE,Hybrid,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,Highlander,XLE,Hybrid,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,Highlander,Limited,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,Highlander,XSE,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,"Grand Highlander",Limited,Hybrid,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,"Grand Highlander",XLE,Hybrid,2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,"Corolla Cross",LE,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,Sienna,Limited,Hybrid,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,RAV4,LE,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,RAV4,XLE,Hybrid,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,Corolla,LE,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,Crown,Limited,Hybrid,2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,Camry,LE,Hybrid,2015,Toyota,Highlander,Limited,Hybrid
2023,Toyota,RAV4,XLE,Gasoline,2015,Toyota,Highlander,Limited,Hybrid
2024,Toyota,RAV4,XLE,Gasoline,2012,Toyota,Camry,SE,Gasoline
2023,Toyota,Highlander,LE,Gasoline,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,RAV4,Adventure,Gasoline,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,RAV4,Adventure,Gasoline,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,RAV4,Adventure,Gasoline,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,"Prius Prime",N/A,"Plug-in Hybrid",2012,Toyota,Camry,SE,Gasoline
2024,Toyota,Sienna,XLE,Hybrid,2012,Toyota,Camry,SE,Gasoline
2023,Toyota,Corolla,SE,Gasoline,2012,Toyota,Camry,SE,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2012,Toyota,Camry,SE,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2012,Toyota,Camry,SE,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2012,Toyota,Camry,SE,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,RAV4,LE,Gasoline,2012,Toyota,Camry,SE,Gasoline
2023,Toyota,Camry,LE,Hybrid,2012,Toyota,Camry,SE,Gasoline
2023,Toyota,Camry,SE,Hybrid,2012,Toyota,Camry,SE,Gasoline
2023,Toyota,Camry,XSE,Gasoline,2012,Toyota,Camry,SE,Gasoline
2023,Toyota,Camry,SE,Gasoline,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2012,Toyota,Camry,SE,Gasoline
2023,Toyota,"Corolla Cross",LE,Hybrid,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,Crown,XLE,Hybrid,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,Prius,Base,Hybrid,2012,Toyota,Camry,SE,Gasoline
2023,Toyota,bz4x,XLE,Electric,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,Sienna,LE,Hybrid,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,Highlander,XLE,Hybrid,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,Highlander,Limited,Gasoline,2012,Toyota,Camry,SE,Gasoline
2023,Toyota,Highlander,XSE,Gasoline,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,"Grand Highlander",Limited,Hybrid,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,"Grand Highlander",XLE,Hybrid,2012,Toyota,Camry,SE,Gasoline
2023,Toyota,"Corolla Cross",LE,Gasoline,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,Sienna,Limited,Hybrid,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2012,Toyota,Camry,SE,Gasoline
2024,Toyota,RAV4,LE,Gasoline,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,RAV4,XLE,Hybrid,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,Corolla,LE,Gasoline,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,Crown,Limited,Hybrid,2012,Toyota,Camry,SE,Gasoline
2023,Toyota,Camry,LE,Hybrid,2012,Toyota,Camry,SE,Gasoline
2023,Toyota,RAV4,XLE,Gasoline,2012,Toyota,Camry,SE,Gasoline
2024,Toyota,RAV4,XLE,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,Highlander,LE,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,RAV4,Adventure,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,RAV4,Adventure,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,RAV4,Adventure,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,"Prius Prime",N/A,"Plug-in Hybrid",2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,Sienna,XLE,Hybrid,2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,Corolla,SE,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,Corolla,LE,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,Corolla,LE,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,Corolla,LE,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,Corolla,LE,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,RAV4,LE,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,Camry,LE,Hybrid,2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,Camry,SE,Hybrid,2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,Camry,XSE,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,Camry,SE,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,"Corolla Cross",LE,Hybrid,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,Crown,XLE,Hybrid,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,Prius,Base,Hybrid,2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,bz4x,XLE,Electric,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,Sienna,LE,Hybrid,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,Highlander,XLE,Hybrid,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,Highlander,Limited,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,Highlander,XSE,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,"Grand Highlander",Limited,Hybrid,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,"Grand Highlander",XLE,Hybrid,2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,"Corolla Cross",LE,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,Sienna,Limited,Hybrid,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,RAV4,LE,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,RAV4,XLE,Hybrid,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,Corolla,LE,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,Crown,Limited,Hybrid,2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,Camry,LE,Hybrid,2014,Toyota,Camry,XLE,Hybrid
2023,Toyota,RAV4,XLE,Gasoline,2014,Toyota,Camry,XLE,Hybrid
2024,Toyota,RAV4,XLE,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,Highlander,LE,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,RAV4,Adventure,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,RAV4,Adventure,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,RAV4,Adventure,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,"Prius Prime",N/A,"Plug-in Hybrid",2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,Sienna,XLE,Hybrid,2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,Corolla,SE,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,RAV4,LE,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,Camry,LE,Hybrid,2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,Camry,SE,Hybrid,2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,Camry,XSE,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,Camry,SE,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,"Corolla Cross",LE,Hybrid,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,Crown,XLE,Hybrid,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,Prius,Base,Hybrid,2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,bz4x,XLE,Electric,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,Sienna,LE,Hybrid,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,Highlander,XLE,Hybrid,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,Highlander,Limited,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,Highlander,XSE,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,"Grand Highlander",Limited,Hybrid,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,"Grand Highlander",XLE,Hybrid,2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,"Corolla Cross",LE,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,Sienna,Limited,Hybrid,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,RAV4,LE,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,RAV4,XLE,Hybrid,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,Corolla,LE,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,Crown,Limited,Hybrid,2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,Camry,LE,Hybrid,2017,Toyota,Corolla,XSE,Gasoline
2023,Toyota,RAV4,XLE,Gasoline,2017,Toyota,Corolla,XSE,Gasoline
2024,Toyota,RAV4,XLE,Gasoline,2018,Toyota,Sienna,L,Gasoline
2023,Toyota,Highlander,LE,Gasoline,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,RAV4,Adventure,Gasoline,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,RAV4,Adventure,Gasoline,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,RAV4,Adventure,Gasoline,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,"Prius Prime",N/A,"Plug-in Hybrid",2018,Toyota,Sienna,L,Gasoline
2024,Toyota,Sienna,XLE,Hybrid,2018,Toyota,Sienna,L,Gasoline
2023,Toyota,Corolla,SE,Gasoline,2018,Toyota,Sienna,L,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2018,Toyota,Sienna,L,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2018,Toyota,Sienna,L,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2018,Toyota,Sienna,L,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,RAV4,LE,Gasoline,2018,Toyota,Sienna,L,Gasoline
2023,Toyota,Camry,LE,Hybrid,2018,Toyota,Sienna,L,Gasoline
2023,Toyota,Camry,SE,Hybrid,2018,Toyota,Sienna,L,Gasoline
2023,Toyota,Camry,XSE,Gasoline,2018,Toyota,Sienna,L,Gasoline
2023,Toyota,Camry,SE,Gasoline,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2018,Toyota,Sienna,L,Gasoline
2023,Toyota,"Corolla Cross",LE,Hybrid,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,Crown,XLE,Hybrid,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,Prius,Base,Hybrid,2018,Toyota,Sienna,L,Gasoline
2023,Toyota,bz4x,XLE,Electric,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,Sienna,LE,Hybrid,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,Highlander,XLE,Hybrid,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,Highlander,Limited,Gasoline,2018,Toyota,Sienna,L,Gasoline
2023,Toyota,Highlander,XSE,Gasoline,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,"Grand Highlander",Limited,Hybrid,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,"Grand Highlander",XLE,Hybrid,2018,Toyota,Sienna,L,Gasoline
2023,Toyota,"Corolla Cross",LE,Gasoline,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,Sienna,Limited,Hybrid,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2018,Toyota,Sienna,L,Gasoline
2024,Toyota,RAV4,LE,Gasoline,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,RAV4,XLE,Hybrid,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,Corolla,LE,Gasoline,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,Crown,Limited,Hybrid,2018,Toyota,Sienna,L,Gasoline
2023,Toyota,Camry,LE,Hybrid,2018,Toyota,Sienna,L,Gasoline
2023,Toyota,RAV4,XLE,Gasoline,2018,Toyota,Sienna,L,Gasoline
2024,Toyota,RAV4,XLE,Gasoline,2013,Toyota,Yaris,L,Gasoline
2023,Toyota,Highlander,LE,Gasoline,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,RAV4,Adventure,Gasoline,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,RAV4,Adventure,Gasoline,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,RAV4,Adventure,Gasoline,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,"Prius Prime",N/A,"Plug-in Hybrid",2013,Toyota,Yaris,L,Gasoline
2024,Toyota,Sienna,XLE,Hybrid,2013,Toyota,Yaris,L,Gasoline
2023,Toyota,Corolla,SE,Gasoline,2013,Toyota,Yaris,L,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2013,Toyota,Yaris,L,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2013,Toyota,Yaris,L,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2013,Toyota,Yaris,L,Gasoline
2023,Toyota,Corolla,LE,Gasoline,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,RAV4,LE,Gasoline,2013,Toyota,Yaris,L,Gasoline
2023,Toyota,Camry,LE,Hybrid,2013,Toyota,Yaris,L,Gasoline
2023,Toyota,Camry,SE,Hybrid,2013,Toyota,Yaris,L,Gasoline
2023,Toyota,Camry,XSE,Gasoline,2013,Toyota,Yaris,L,Gasoline
2023,Toyota,Camry,SE,Gasoline,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2013,Toyota,Yaris,L,Gasoline
2023,Toyota,"Corolla Cross",LE,Hybrid,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,Crown,XLE,Hybrid,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,Prius,Base,Hybrid,2013,Toyota,Yaris,L,Gasoline
2023,Toyota,bz4x,XLE,Electric,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,Sienna,LE,Hybrid,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,Highlander,XLE,Hybrid,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,Highlander,Limited,Gasoline,2013,Toyota,Yaris,L,Gasoline
2023,Toyota,Highlander,XSE,Gasoline,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,"Grand Highlander",Limited,Hybrid,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,"Grand Highlander",XLE,Hybrid,2013,Toyota,Yaris,L,Gasoline
2023,Toyota,"Corolla Cross",LE,Gasoline,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,Sienna,Limited,Hybrid,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,RAV4,XSE,"Plug-in Hybrid",2013,Toyota,Yaris,L,Gasoline
2024,Toyota,RAV4,LE,Gasoline,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,RAV4,XLE,Hybrid,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,Corolla,LE,Gasoline,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,Crown,Limited,Hybrid,2013,Toyota,Yaris,L,Gasoline
2023,Toyota,Camry,LE,Hybrid,2013,Toyota,Yaris,L,Gasoline
2023,Toyota,RAV4,XLE,Gasoline,2013,Toyota,Yaris,L,Gasoline
2024,Toyota,RAV4,XLE,Gasoline,2014,Toyota,Prius,Base,Hybrid
2023,Toyota,Highlander,LE,Gasoline,2014,Toyota,Prius,Base,Hybrid
2024,Toyota,RAV4,Adventure,Gasoline,2014,Toyota,Prius,Base,Hybrid
2024,Toyota,RAV4,Adventure,Gasoline,2014,Toyota,Prius,Base,Hybrid
2024,Toyota,RAV4,Adventure,Gasoline,2014,Toyota,Prius,Base,Hybrid
2024,Toyota,"Prius Prime",N/A,"Plug-in Hybrid",2014,Toyota,Prius,Base,Hybrid
2024,Toyota,Sienna,XLE,Hybrid,2014,Toyota,Prius,Base,Hybrid
2023,Toyota,Corolla,SE,Gasoline,2014,Toyota,Prius,Base,Hybrid
2023,Toyota,Corolla,LE,Gasoline,2014,Toyota,Prius,Base,Hybrid
2023,Toyota,Corolla,LE,Gasoline,2014,Toyota,Prius,Base,Hybrid
2023,Toyota,Corolla,LE,Gasoline,2014,Toyota,Prius,Base,Hybrid
2023,Toyota,Corolla,LE,Gasoline,2014,Toyota,Prius,Base,Hybrid
2024,Toyota,RAV4,LE,Gasoline,2014,Toyota,Prius,Base,Hybrid
2023,Toyota,Camry,LE,Hybrid,2014,Toyota,Prius,Base,Hybrid
2023,Toyota,Camry,SE,Hybrid,2014,Toyota,Prius,Base,Hybrid
2023,Toyota,Camry,XSE,Gasoline,2014,Toyota,Prius,Base,Hybrid
2023,Toyota,Camry,SE,Gasoline,2014,Toyota,Prius,Base,Hybrid
